"animal_id","animal_type","breed","color","age_in_years","sex_upon_outcome","outcome_subtype","adoption_date","next_intake_date","return_type","churn_180_days_flag"
"A666555","Dog","Chihuahua Shorthair Mix","White/Black","2.00","Neutered Male",NULL,"2013-12-14 17:41:00",NULL,NULL,0
"A666559","Cat","Domestic Shorthair Mix","Black/White","5.00","Intact Female",NULL,"2013-12-20 14:24:00","2013-12-21 10:52:00","Owner Surrender",1
"A666559","Cat","Domestic Shorthair Mix","Black/White","5.00","Spayed Female",NULL,"2014-07-31 12:08:00",NULL,NULL,0
"A666563","Cat","Domestic Medium Hair Mix","Calico","0.25","Spayed Female","Foster","2014-01-01 09:25:00",NULL,NULL,0
"A666565","Dog","Pit Bull Mix","Blue/White","1.00","Intact Female",NULL,"2013-11-26 18:19:00",NULL,NULL,0
"A666582","Dog","Chihuahua Shorthair Mix","Tan/White","0.92","Neutered Male",NULL,"2013-11-08 16:59:00",NULL,NULL,0
"A666587","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female","Foster","2013-12-09 11:40:00",NULL,NULL,0
"A666588","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2013-12-28 09:24:00",NULL,NULL,0
"A666589","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male","Foster","2013-12-23 19:01:00",NULL,NULL,0
"A666590","Cat","Domestic Longhair Mix","Blue","0.33","Neutered Male","Foster","2014-02-19 15:24:00",NULL,NULL,0
"A666591","Cat","Domestic Longhair Mix","Blue Tabby","0.33","Spayed Female","Foster","2014-02-19 15:24:00",NULL,NULL,0
"A666592","Dog","Chihuahua Shorthair Mix","Buff/White","2.00","Neutered Male",NULL,"2013-11-10 16:35:00","2016-03-24 16:20:00","Stray",0
"A666595","Dog","Cairn Terrier Mix","Black/White","0.83","Spayed Female",NULL,"2013-11-09 13:05:00",NULL,NULL,0
"A666598","Dog","Catahoula Mix","White/Brown","0.75","Spayed Female",NULL,"2014-03-15 18:53:00","2014-11-19 13:09:00","Owner Surrender",0
"A666598","Dog","Catahoula Mix","White/Brown","1.00","Spayed Female",NULL,"2014-12-13 17:26:00","2014-12-23 11:01:00","Owner Surrender",1
"A666598","Dog","Catahoula Mix","White/Brown","1.00","Spayed Female",NULL,"2015-03-08 18:24:00",NULL,NULL,0
"A666613","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.25","Neutered Male",NULL,"2013-11-13 17:01:00",NULL,NULL,0
"A666615","Dog","Chihuahua Shorthair Mix","Tan/White","6.00","Neutered Male",NULL,"2014-06-06 15:08:00",NULL,NULL,0
"A666621","Cat","Domestic Shorthair Mix","Black/White","0.17","Neutered Male",NULL,"2013-11-30 12:54:00",NULL,NULL,0
"A666622","Cat","Domestic Shorthair Mix","Black/White","0.17","Spayed Female",NULL,"2013-11-11 18:41:00",NULL,NULL,0
"A666624","Cat","Domestic Shorthair Mix","Brown Tabby","0.67","Neutered Male",NULL,"2013-11-08 14:05:00",NULL,NULL,0
"A666626","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female",NULL,"2013-11-09 16:56:00",NULL,NULL,0
"A666629","Dog","Australian Cattle Dog Mix","Brown Brindle/White","2.00","Neutered Male",NULL,"2013-11-11 17:28:00",NULL,NULL,0
"A666636","Cat","Domestic Medium Hair Mix","Blue Tabby/White","0.50","Neutered Male",NULL,"2013-11-13 18:28:00",NULL,NULL,0
"A666638","Cat","Domestic Shorthair Mix","Orange Tabby","5.00","Neutered Male",NULL,"2013-11-11 11:17:00","2014-10-03 17:36:00","Stray",0
"A666639","Cat","Domestic Shorthair Mix","Black/White","0.50","Spayed Female",NULL,"2013-11-23 17:53:00",NULL,NULL,0
"A666644","Dog","Labrador Retriever Mix","Black/White","0.08","Neutered Male",NULL,"2013-11-09 17:18:00","2014-06-09 13:37:00","Stray",0
"A666644","Dog","Labrador Retriever Mix","Black/White","0.83","Neutered Male",NULL,"2014-08-03 16:33:00","2015-11-11 11:22:00","Stray",0
"A666644","Dog","Labrador Retriever Mix","Black/White","2.00","Neutered Male",NULL,"2015-11-15 12:08:00",NULL,NULL,0
"A666647","Dog","Labrador Retriever Mix","White/Black","0.08","Spayed Female",NULL,"2013-11-10 17:28:00",NULL,NULL,0
"A666653","Dog","Labrador Retriever Mix","Yellow","2.00","Spayed Female",NULL,"2013-11-27 16:41:00",NULL,NULL,0
"A666654","Dog","Catahoula Mix","Brown/White","3.00","Spayed Female",NULL,"2014-05-01 17:09:00","2016-10-25 10:37:00","Public Assist",0
"A666656","Dog","Pit Bull Mix","Brown/White","0.08","Neutered Male",NULL,"2013-11-10 13:40:00",NULL,NULL,0
"A666657","Dog","Pit Bull Mix","Black/White","0.08","Neutered Male",NULL,"2013-11-09 18:10:00",NULL,NULL,0
"A666658","Dog","Labrador Retriever Mix","Black/White","0.17","Neutered Male",NULL,"2013-11-10 16:51:00",NULL,NULL,0
"A666660","Dog","Beagle Mix","Tan/White","2.00","Spayed Female",NULL,"2014-12-11 17:52:00",NULL,NULL,0
"A666661","Cat","Domestic Shorthair Mix","White/Black","0.17","Neutered Male","Foster","2013-12-08 19:19:00",NULL,NULL,0
"A666663","Dog","Chihuahua Longhair Mix","Buff","2.00","Neutered Male",NULL,"2013-11-13 09:04:00",NULL,NULL,0
"A666665","Dog","Labrador Retriever/Australian Shepherd","White/Tan","1.00","Neutered Male",NULL,"2013-11-10 17:34:00",NULL,NULL,0
"A666666","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Neutered Male",NULL,"2013-11-11 18:40:00",NULL,NULL,0
"A666667","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Neutered Male",NULL,"2013-11-11 18:38:00",NULL,NULL,0
"A666668","Dog","Boxer Mix","Brown Brindle/White","3.00","Intact Male",NULL,"2013-11-30 13:05:00","2014-01-08 18:36:00","Stray",1
"A666668","Dog","Boxer Mix","Brown Brindle/White","3.00","Neutered Male",NULL,"2014-01-20 16:33:00",NULL,NULL,0
"A666671","Dog","Boston Terrier/Chihuahua Shorthair","White/Brown Brindle","1.00","Neutered Male",NULL,"2013-11-15 22:51:00",NULL,NULL,0
"A666672","Dog","Jack Russell Terrier Mix","Tricolor","0.67","Spayed Female",NULL,"2013-11-10 14:02:00",NULL,NULL,0
"A666676","Cat","Domestic Medium Hair Mix","Tortie","0.17","Spayed Female","Foster","2013-11-16 12:21:00",NULL,NULL,0
"A666682","Cat","Domestic Longhair Mix","Calico","0.83","Spayed Female","Offsite","2014-03-22 13:53:00",NULL,NULL,0
"A666692","Dog","Cairn Terrier Mix","Brown/Black","1.00","Neutered Male",NULL,"2013-11-14 17:54:00",NULL,NULL,0
"A666693","Dog","American Bulldog","White/Brown Brindle","7.00","Spayed Female",NULL,"2014-02-17 12:38:00","2014-03-03 13:24:00","Owner Surrender",1
"A666700","Dog","Chihuahua Shorthair Mix","Black/Tricolor","2.00","Spayed Female",NULL,"2013-11-11 17:57:00",NULL,NULL,0
"A666701","Dog","Border Collie Mix","Black/White","3.00","Neutered Male",NULL,"2013-11-11 17:39:00",NULL,NULL,0
"A666702","Dog","Catahoula Mix","Brown Brindle/White","1.00","Neutered Male",NULL,"2015-01-12 14:17:00",NULL,NULL,0
"A666703","Dog","Catahoula Mix","Yellow Brindle/White","1.00","Neutered Male",NULL,"2014-12-31 13:09:00",NULL,NULL,0
"A666716","Dog","Pit Bull Mix","White","1.00","Spayed Female",NULL,"2013-11-11 10:49:00",NULL,NULL,0
"A666717","Dog","Cane Corso Mix","Black","6.00","Spayed Female",NULL,"2014-01-22 15:01:00",NULL,NULL,0
"A666718","Dog","Pointer Mix","Chocolate/White","1.00","Neutered Male",NULL,"2013-12-23 12:18:00",NULL,NULL,0
"A666719","Cat","Domestic Shorthair Mix","Black Smoke","0.17","Neutered Male",NULL,"2013-12-04 17:11:00",NULL,NULL,0
"A666725","Dog","Pointer/Anatol Shepherd","White/Brown","0.17","Neutered Male",NULL,"2013-11-11 15:33:00","2013-11-11 17:35:00","Owner Surrender",1
"A666725","Dog","Pointer/Anatol Shepherd","White/Brown","0.17","Neutered Male",NULL,"2013-11-11 19:14:00",NULL,NULL,0
"A666728","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.67","Spayed Female",NULL,"2014-02-05 14:32:00","2016-06-20 18:43:00","Stray",0
"A666728","Cat","Domestic Shorthair Mix","Brown Tabby/White","3.00","Spayed Female",NULL,"2016-07-03 17:07:00",NULL,NULL,0
"A666731","Dog","Labrador Retriever Mix","Black","0.50","Spayed Female",NULL,"2013-12-01 16:21:00",NULL,NULL,0
"A666732","Dog","Pointer Mix","Black/White","0.17","Neutered Male",NULL,"2013-11-10 18:32:00","2013-11-15 12:50:00","Owner Surrender",1
"A666732","Dog","Pointer Mix","Black/White","0.17","Neutered Male",NULL,"2013-11-16 12:01:00",NULL,NULL,0
"A666747","Dog","Labrador Retriever Mix","Black/White","0.67","Neutered Male",NULL,"2013-12-02 18:27:00",NULL,NULL,0
"A666748","Dog","Dachshund Mix","White/Red Merle","0.42","Neutered Male",NULL,"2013-11-16 18:35:00",NULL,NULL,0
"A666749","Dog","Dachshund Mix","White/Red Merle","0.42","Spayed Female",NULL,"2013-11-14 17:12:00","2013-11-15 13:46:00","Owner Surrender",1
"A666749","Dog","Dachshund Mix","White/Red Merle","0.42","Spayed Female",NULL,"2013-11-16 18:33:00",NULL,NULL,0
"A666752","Dog","Australian Kelpie/Whippet","Brown Brindle/White","2.00","Neutered Male",NULL,"2015-01-25 11:58:00",NULL,NULL,0
"A666753","Dog","Miniature Schnauzer/Miniature Poodle","Black/White","0.83","Spayed Female",NULL,"2013-11-10 17:45:00",NULL,NULL,0
"A666756","Dog","Soft Coated Wheaten Terrier Mix","Buff/White","2.00","Spayed Female",NULL,"2013-11-10 17:21:00",NULL,NULL,0
"A666757","Dog","Soft Coated Wheaten Terrier Mix","Tan/White","0.33","Neutered Male",NULL,"2013-11-10 17:13:00",NULL,NULL,0
"A666762","Cat","Domestic Shorthair Mix","Black/White","0.50","Neutered Male","Foster","2014-04-04 08:41:00",NULL,NULL,0
"A666764","Dog","Pit Bull Mix","Black/White","1.00","Spayed Female","Foster","2014-05-07 10:43:00",NULL,NULL,0
"A666766","Cat","Siamese Mix","Lynx Point","0.17","Spayed Female",NULL,"2013-11-24 18:16:00",NULL,NULL,0
"A666768","Dog","Miniature Poodle Mix","Buff","2.00","Spayed Female",NULL,"2016-03-30 13:32:00","2016-06-24 09:53:00","Public Assist",1
"A666770","Dog","Siberian Husky Mix","Black/Brown","3.00","Neutered Male",NULL,"2014-01-01 13:32:00",NULL,NULL,0
"A666782","Cat","Domestic Shorthair Mix","White/Cream","0.17","Neutered Male","Foster","2013-12-20 17:00:00",NULL,NULL,0
"A666783","Cat","Domestic Shorthair Mix","White/Cream","0.17","Neutered Male","Foster","2013-12-21 12:20:00",NULL,NULL,0
"A666784","Cat","Domestic Shorthair Mix","White/Cream","0.17","Spayed Female","Foster","2013-12-20 16:37:00",NULL,NULL,0
"A666785","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Spayed Female","Foster","2013-12-20 17:00:00",NULL,NULL,0
"A666787","Cat","Domestic Shorthair Mix","Blue","0.17","Spayed Female","Foster","2013-12-20 17:32:00",NULL,NULL,0
"A666788","Cat","Domestic Shorthair Mix","Blue","0.17","Spayed Female",NULL,"2013-12-21 13:14:00",NULL,NULL,0
"A666790","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Neutered Male","Foster","2013-12-20 18:31:00",NULL,NULL,0
"A666791","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Neutered Male",NULL,"2013-12-21 13:11:00",NULL,NULL,0
"A666794","Cat","Domestic Medium Hair Mix","Brown Tabby","0.83","Neutered Male",NULL,"2013-11-30 13:40:00","2017-09-28 16:38:00","Stray",0
"A666794","Cat","Domestic Medium Hair Mix","Brown Tabby","4.00","Neutered Male",NULL,"2017-10-07 16:26:00",NULL,NULL,0
"A666795","Cat","Domestic Medium Hair Mix","Brown Tabby/White","0.83","Spayed Female",NULL,"2013-12-03 17:58:00",NULL,NULL,0
"A666801","Dog","Pit Bull Mix","Black/White","3.00","Spayed Female",NULL,"2014-04-17 12:45:00",NULL,NULL,0
"A666806","Dog","Pit Bull Mix","White","1.00","Neutered Male",NULL,"2013-11-17 17:37:00",NULL,NULL,0
"A666810","Cat","Siamese/Domestic Shorthair","Black","0.83","Neutered Male",NULL,"2013-11-30 16:12:00",NULL,NULL,0
"A666814","Cat","Siamese/Domestic Shorthair","Black","0.17","Neutered Male",NULL,"2013-11-15 11:58:00",NULL,NULL,0
"A666815","Cat","Siamese/Domestic Shorthair","Black","0.17","Neutered Male",NULL,"2013-12-01 13:46:00",NULL,NULL,0
"A666817","Cat","Domestic Shorthair","Black","0.17","Spayed Female",NULL,"2013-12-03 13:33:00","2015-10-30 13:42:00","Stray",0
"A666818","Cat","Siamese/Domestic Shorthair","Black","0.17","Neutered Male",NULL,"2013-12-03 13:32:00",NULL,NULL,0
"A666821","Cat","Siamese/Domestic Shorthair","Black","0.83","Spayed Female",NULL,"2013-12-01 17:50:00",NULL,NULL,0
"A666822","Dog","Miniature Poodle Mix","Apricot/White","1.00","Neutered Male",NULL,"2013-11-11 18:25:00",NULL,NULL,0
"A666823","Dog","German Shepherd Mix","Sable","3.00","Spayed Female",NULL,"2013-11-13 16:51:00",NULL,NULL,0
"A666831","Dog","Chihuahua Shorthair Mix","Buff","1.00","Neutered Male",NULL,"2013-11-11 15:50:00",NULL,NULL,0
"A666851","Dog","Border Collie","Black/White","1.00","Spayed Female",NULL,"2013-12-06 12:39:00",NULL,NULL,0
"A666853","Dog","Anatol Shepherd Mix","White/Tan","6.00","Neutered Male",NULL,"2013-12-14 17:52:00",NULL,NULL,0
"A666865","Dog","Labrador Retriever Mix","Black/White","0.25","Spayed Female",NULL,"2013-11-12 18:58:00",NULL,NULL,0
"A666866","Cat","Domestic Shorthair Mix","Black/White","7.00","Spayed Female",NULL,"2014-01-30 16:12:00","2015-11-30 15:39:00","Owner Surrender",0
"A666866","Cat","Domestic Shorthair Mix","Black/White","9.00","Spayed Female",NULL,"2016-01-09 14:30:00",NULL,NULL,0
"A666867","Cat","Domestic Shorthair Mix","Brown Tabby/White","1.00","Neutered Male",NULL,"2013-12-04 13:28:00",NULL,NULL,0
"A666868","Cat","Domestic Shorthair Mix","Brown Tabby","1.00","Neutered Male",NULL,"2014-02-02 17:15:00",NULL,NULL,0
"A666871","Dog","Chihuahua Longhair Mix","Black/Tan","2.00","Spayed Female",NULL,"2013-11-12 17:49:00",NULL,NULL,0
"A666872","Dog","Border Collie Mix","Chocolate/White","2.00","Neutered Male",NULL,"2013-12-24 12:14:00",NULL,NULL,0
"A666882","Dog","Great Pyrenees Mix","White","3.00","Neutered Male",NULL,"2013-12-01 18:09:00",NULL,NULL,0
"A666884","Dog","Chihuahua Shorthair Mix","Tan/White","2.00","Neutered Male",NULL,"2013-11-30 15:08:00",NULL,NULL,0
"A666885","Cat","Domestic Shorthair Mix","Black/White","0.17","Neutered Male",NULL,"2013-11-19 18:06:00",NULL,NULL,0
"A666886","Cat","Domestic Shorthair Mix","White/Orange","0.17","Neutered Male",NULL,"2013-11-12 18:28:00",NULL,NULL,0
"A666887","Cat","Domestic Shorthair Mix","Black","0.25","Spayed Female",NULL,"2013-12-23 18:23:00",NULL,NULL,0
"A666888","Dog","Basset Hound/Australian Shepherd","Yellow/White","2.00","Neutered Male",NULL,"2013-12-05 19:09:00",NULL,NULL,0
"A666889","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.17","Neutered Male",NULL,"2013-11-22 16:18:00",NULL,NULL,0
"A666890","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female",NULL,"2013-11-13 17:36:00",NULL,NULL,0
"A666891","Cat","Siamese Mix","Seal Point","0.17","Spayed Female",NULL,"2013-11-12 18:29:00",NULL,NULL,0
"A666892","Dog","German Shepherd/Golden Retriever","Brown/Black","2.00","Spayed Female",NULL,"2013-11-16 18:37:00",NULL,NULL,0
"A666893","Cat","Domestic Shorthair Mix","Black","0.17","Spayed Female",NULL,"2013-12-14 15:15:00",NULL,NULL,0
"A666894","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Neutered Male",NULL,"2013-12-16 12:16:00",NULL,NULL,0
"A666895","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2013-12-16 12:31:00",NULL,NULL,0
"A666900","Dog","Welsh Terrier Mix","Black/Brown","1.00","Neutered Male",NULL,"2013-11-17 11:51:00",NULL,NULL,0
"A666906","Dog","Australian Shepherd Mix","Tricolor","4.00","Neutered Male",NULL,"2014-01-05 13:26:00",NULL,NULL,0
"A666907","Dog","Labrador Retriever Mix","Black/White","0.17","Spayed Female",NULL,"2013-11-15 17:56:00",NULL,NULL,0
"A666911","Dog","Golden Retriever Mix","Gold","0.17","Neutered Male",NULL,"2013-11-10 16:54:00",NULL,NULL,0
"A666914","Dog","Black Mouth Cur Mix","Gold","1.00","Spayed Female",NULL,"2013-11-30 15:33:00",NULL,NULL,0
"A666916","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male",NULL,"2013-11-23 14:25:00",NULL,NULL,0
"A666921","Cat","Domestic Shorthair","Orange Tabby/White","0.17","Neutered Male","Foster","2013-12-22 18:04:00",NULL,NULL,0
"A666925","Dog","Miniature Poodle Mix","White","0.92","Spayed Female",NULL,"2013-11-13 17:36:00",NULL,NULL,0
"A666926","Cat","Domestic Shorthair Mix","Black Smoke","0.17","Neutered Male",NULL,"2013-11-16 17:17:00",NULL,NULL,0
"A666936","Dog","Pit Bull Mix","Fawn","2.00","Spayed Female",NULL,"2013-12-07 18:13:00",NULL,NULL,0
"A666939","Cat","Domestic Longhair Mix","Black","0.33","Spayed Female",NULL,"2013-11-16 16:15:00",NULL,NULL,0
"A666940","Cat","Domestic Shorthair Mix","Brown Tabby","0.33","Neutered Male",NULL,"2013-11-16 16:17:00",NULL,NULL,0
"A666944","Cat","Domestic Medium Hair Mix","Black","0.33","Spayed Female","Foster","2014-02-10 17:51:00",NULL,NULL,0
"A666945","Cat","Domestic Medium Hair Mix","Brown Tabby/White","0.33","Spayed Female","Foster","2014-02-10 17:47:00",NULL,NULL,0
"A666952","Dog","Basset Hound Mix","Tricolor","3.00","Neutered Male",NULL,"2013-11-15 18:17:00","2013-11-16 11:36:00","Owner Surrender",1
"A666952","Dog","Basset Hound Mix","Tricolor","3.00","Neutered Male",NULL,"2013-12-15 16:04:00",NULL,NULL,0
"A666954","Dog","Pharaoh Hound Mix","Brown","1.00","Neutered Male",NULL,"2013-12-07 16:47:00",NULL,NULL,0
"A666955","Dog","Labrador Retriever Mix","Black/Black Brindle","0.17","Spayed Female",NULL,"2013-11-15 11:13:00",NULL,NULL,0
"A666956","Dog","Labrador Retriever Mix","Black Brindle","0.17","Spayed Female",NULL,"2013-11-14 16:47:00",NULL,NULL,0
"A666957","Dog","Doberman Pinsch","Black/Tan","2.00","Neutered Male",NULL,"2013-11-16 18:12:00","2013-11-17 11:07:00","Owner Surrender",1
"A666957","Dog","Doberman Pinsch","Black/Tan","2.00","Neutered Male",NULL,"2013-11-17 18:14:00",NULL,NULL,0
"A666958","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.25","Spayed Female",NULL,"2013-11-16 18:10:00",NULL,NULL,0
"A666959","Dog","Yorkshire Terrier","Brown/Black","2.00","Neutered Male",NULL,"2013-11-14 17:33:00",NULL,NULL,0
"A666968","Cat","Snowshoe Mix","Seal Point","9.00","Neutered Male","Foster","2013-12-09 19:50:00",NULL,NULL,0
"A666970","Dog","Chihuahua Shorthair Mix","Black","7.00","Neutered Male",NULL,"2013-11-29 17:15:00",NULL,NULL,0
"A666971","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.17","Neutered Male",NULL,"2013-11-14 17:14:00",NULL,NULL,0
"A666972","Cat","Manx Mix","Orange Tabby/White","0.17","Spayed Female",NULL,"2013-11-14 18:39:00",NULL,NULL,0
"A666973","Dog","Boxer Mix","Brown Brindle/White","2.00","Neutered Male",NULL,"2015-01-25 12:51:00",NULL,NULL,0
"A666975","Cat","Domestic Medium Hair Mix","Orange Tabby","0.42","Neutered Male","Foster","2014-02-11 14:32:00",NULL,NULL,0
"A666976","Cat","Domestic Shorthair Mix","Orange Tabby","0.25","Neutered Male","Foster","2014-01-02 13:21:00",NULL,NULL,0
"A666977","Cat","Domestic Shorthair Mix","Brown Tabby","0.25","Neutered Male","Foster","2013-12-22 18:21:00",NULL,NULL,0
"A666979","Cat","Domestic Shorthair Mix","Black/White","0.25","Spayed Female",NULL,"2013-12-23 17:06:00",NULL,NULL,0
"A666980","Cat","Domestic Shorthair Mix","Black/White","0.25","Neutered Male",NULL,"2013-12-23 17:06:00",NULL,NULL,0
"A666981","Cat","Domestic Shorthair Mix","Black","0.25","Neutered Male",NULL,"2013-12-24 13:15:00",NULL,NULL,0
"A666991","Cat","Domestic Medium Hair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2013-12-04 14:43:00",NULL,NULL,0
"A666992","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male",NULL,"2013-12-04 14:42:00",NULL,NULL,0
"A666994","Dog","Boxer Mix","Black/White","1.00","Spayed Female",NULL,"2013-12-01 19:00:00",NULL,NULL,0
"A667008","Cat","Domestic Shorthair Mix","Blue","0.17","Intact Female",NULL,"2013-11-24 13:32:00",NULL,NULL,0
"A667009","Cat","Domestic Shorthair Mix","Blue","0.17","Spayed Female",NULL,"2013-11-27 13:19:00",NULL,NULL,0
"A667011","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male",NULL,"2013-12-01 15:51:00",NULL,NULL,0
"A667015","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.17","Neutered Male","Foster","2013-12-08 13:59:00","2014-04-01 12:31:00","Stray",1
"A667015","Cat","Domestic Shorthair Mix","Brown Tabby/White","0.50","Neutered Male",NULL,"2014-04-05 17:18:00",NULL,NULL,0
"A667017","Dog","Redbone Hound Mix","Red/White","0.83","Spayed Female",NULL,"2013-11-27 16:46:00",NULL,NULL,0
"A667020","Cat","Domestic Shorthair Mix","Orange Tabby/White","0.17","Intact Male",NULL,"2013-11-30 09:45:00","2014-03-30 13:34:00","Owner Surrender",1
"A667023","Dog","Miniature Poodle","White","3.00","Spayed Female","Foster","2013-12-11 11:11:00",NULL,NULL,0
"A667028","Cat","Domestic Shorthair Mix","Orange Tabby","1.00","Neutered Male",NULL,"2013-11-30 17:43:00",NULL,NULL,0
"A667030","Dog","Dachshund/Labrador Retriever","Tan","1.00","Spayed Female",NULL,"2014-05-07 14:04:00",NULL,NULL,0
"A667033","Cat","Domestic Longhair Mix","Brown Tabby/White","2.00","Spayed Female","Foster","2014-07-07 17:50:00",NULL,NULL,0
"A667035","Dog","Rat Terrier Mix","White/Brown","2.00","Spayed Female",NULL,"2013-11-23 17:56:00",NULL,NULL,0
"A667038","Dog","Great Pyrenees","White","1.00","Spayed Female",NULL,"2013-11-16 14:20:00",NULL,NULL,0
"A667041","Dog","Carolina Dog Mix","White/Black","2.00","Spayed Female",NULL,"2014-02-03 12:45:00",NULL,NULL,0
